Name      Surname   HW1     HW2     HW3     HW4     HW5     HW6     HW7     Exam    
Name5303  Surname1  3.08    2.71    7.44    8.91    2.50    3.64    6.62    2.61    
Name5304  Surname2  5.16    5.79    8.86    1.20    5.21    1.95    9.71    9.96    
Name5305  Surname1  4.11    5.58    8.91    4.87    1.73    1.75    4.93    3.64    
Name5306  Surname2  1.35    8.18    8.28    8.70    3.70    4.11    6.71    2.54    
Name5307  Surname1  8.76    9.56    1.79    7.13    2.55    1.78    4.61    6.57    
Name5308  Surname2  1.53    6.23    8.03    6.90    5.93    5.27    2.42    2.61    
Name5309  Surname1  8.78    1.43    5.52    6.80    4.81    5.73    1.39    2.17    
Name5310  Surname2  5.69    4.94    5.35    7.09    3.42    3.88    9.66    4.60    
Name5311  Surname1  7.29    7.58    8.57    5.60    1.70    6.43    6.48    4.29    
Name5312  Surname2  9.31    9.49    7.65    1.64    1.07    8.93    6.86    8.30    
Name5313  Surname1  4.65    3.24    1.76    1.87    9.34    3.62    8.95    2.84    
Name5314  Surname2  2.96    1.79    8.91    2.79    9.70    2.70    7.31    4.22    
Name5315  Surname1  9.05    4.74    3.17    4.32    2.46    5.59    5.99    6.63    
Name5316  Surname2  1.59    2.16    4.44    8.75    7.70    3.57    7.25    8.46    
Name5317  Surname1  3.06    5.48    6.00    2.55    1.79    1.50    1.95    3.65    
Name5318  Surname2  9.67    8.74    9.15    2.75    9.16    8.49    5.25    2.78    
Name5319  Surname1  8.64    6.66    5.18    3.23    9.40    5.65    9.23    5.37    
Name5320  Surname2  4.58    4.78    8.81    7.19    2.48    5.54    8.00    8.00    
Name5321  Surname1  8.83    3.43    4.60    2.66    2.98    2.30    8.23    4.83    
Name5322  Surname2  1.04    9.95    1.93    3.28    2.44    7.27    5.83    8.33    
Name5323  Surname1  6.84    5.62    9.20    5.13    9.53    8.28    6.97    4.09    
Name5324  Surname2  8.51    5.09    6.52    3.73    7.75    1.84    2.07    6.01    
Name5325  Surname1  2.33    6.26    5.98    4.65    8.32    7.44    8.31    8.89    
Name5326  Surname2  8.95    8.40    1.59    1.71    8.72    3.12    9.89    1.29    
Name5327  Surname1  2.16    2.28    4.90    4.07    5.74    8.40    8.98    7.58    
Name5328  Surname2  3.18    7.84    4.30    2.61    5.02    6.81    8.82    7.53    
Name5329  Surname1  2.21    3.53    4.41    5.74    6.83    8.39    2.92    9.36    
Name5330  Surname2  6.70    9.66    3.37    5.25    9.68    5.06    9.43    5.11    
Name5331  Surname1  3.89    7.25    6.76    2.86    9.95    2.83    8.63    6.23    
Name5332  Surname2  5.83    6.61    4.26    2.46    5.22    3.02    6.90    7.46    
Name5333  Surname1  7.68    6.38    10.00   3.09    9.23    7.23    4.57    1.51    
Name5334  Surname2  1.48    1.15    7.70    5.85    5.81    6.99    7.51    3.05    
Name5335  Surname1  4.62    9.49    1.85    4.92    3.64    7.68    9.10    1.27    
Name5336  Surname2  5.16    6.66    4.44    4.65    9.23    2.37    6.61    6.90    
Name5337  Surname1  1.07    2.97    4.86    3.52    9.49    9.92    5.20    9.93    
Name5338  Surname2  8.77    2.94    2.69    7.87    7.08    9.07    4.53    8.31    
Name5339  Surname1  1.54    8.94    8.81    5.71    1.89    8.34    8.61    9.29    
Name5340  Surname2  7.22    8.34    4.07    6.70    3.09    5.11    5.34    7.04    
Name5341  Surname1  8.28    1.13    1.22    4.00    2.46    9.73    4.16    5.91    
Name5342  Surname2  9.70    6.41    9.18    5.30    2.04    5.21    8.01    6.45    
Name5343  Surname1  4.19    6.88    8.30    4.56    8.75    7.00    5.00    9.24    
Name5344  Surname2  7.87    6.92    5.97    9.05    2.07    2.30    5.65    7.00    
Name5345  Surname1  3.05    2.39    1.82    9.21    4.12    6.29    3.77    7.63    
Name5346  Surname2  2.69    3.91    4.73    2.18    4.56    2.98    2.83    9.52    
Name5347  Surname1  8.64    6.50    7.49    8.10    6.52    3.17    5.49    5.63    
Name5348  Surname2  2.27    8.94    9.26    4.40    6.65    6.16    9.34    6.43    
Name5349  Surname1  8.47    7.33    6.03    6.00    1.36    6.19    7.33    8.78    
Name5350  Surname2  5.74    3.65    2.57    3.80    4.70    4.06    2.33    8.41    
Name5351  Surname1  3.94    5.37    9.60    9.89    6.57    2.53    1.47    7.88    
Name5352  Surname2  5.49    3.22    8.10    5.28    1.42    6.09    2.89    4.06    
Name5353  Surname1  6.56    2.71    7.29    6.29    4.60    7.74    7.23    3.37    
Name5354  Surname2  7.92    9.57    3.19    9.98    7.65    6.51    3.93    9.52    
Name5355  Surname1  2.40    7.10    4.47    4.82    3.47    2.32    7.83    4.48    
Name5356  Surname2  7.95    1.01    2.52    9.76    2.35    7.71    9.87    9.44    
Name5357  Surname1  4.61    4.98    8.77    7.38    5.69    4.92    7.68    5.99    
Name5358  Surname2  6.07    8.60    9.78    6.98    5.46    1.85    3.67    1.49    
Name5359  Surname1  9.97    7.51    3.62    3.73    4.67    6.67    7.24    9.50    
Name5360  Surname2  7.07    7.35    2.13    3.52    1.50    8.59    3.44    8.23    
Name5361  Surname1  1.95    6.17    1.18    4.73    8.84    1.84    7.12    5.32    
Name5362  Surname2  8.20    8.27    1.72    6.44    1.01    9.54    9.34    7.99    
Name5363  Surname1  2.94    4.24    8.14    3.11    8.98    5.12    3.23    6.02    
Name5364  Surname2  7.15    3.03    4.63    6.20    3.99    5.40    8.12    7.19    
Name5365  Surname1  8.29    5.69    3.91    7.44    2.97    4.30    9.03    1.09    
Name5366  Surname2  7.02    7.66    6.06    2.56    6.22    8.55    6.83    8.23    
Name5367  Surname1  3.20    6.36    9.23    9.25    2.28    4.98    7.01    2.18    
Name5368  Surname2  2.23    6.12    2.81    6.19    1.34    6.64    9.84    6.89    
Name5369  Surname1  3.06    2.44    5.49    5.34    9.71    7.38    5.74    9.24    
Name5370  Surname2  7.25    1.85    6.98    3.46    8.50    3.39    6.27    5.36    
Name5371  Surname1  4.18    5.29    1.67    9.42    7.89    8.73    4.95    8.52    
Name5372  Surname2  5.59    9.57    3.94    1.34    1.37    4.79    6.60    4.18    
Name5373  Surname1  7.52    5.96    7.26    6.77    3.99    8.01    8.39    1.68    
Name5374  Surname2  5.80    3.95    4.34    7.93    3.77    6.41    4.49    4.38    
Name5375  Surname1  4.91    5.31    7.40    1.77    7.51    6.67    3.40    5.58    
Name5376  Surname2  9.16    4.93    9.54    7.48    2.01    9.08    9.86    5.18    
Name5377  Surname1  6.40    4.24    7.31    1.67    8.39    5.25    3.06    5.98    
Name5378  Surname2  2.52    5.64    8.17    5.90    2.05    1.99    1.85    6.27    
Name5379  Surname1  8.58    1.85    2.55    8.10    2.89    1.71    3.81    3.29    
Name5380  Surname2  3.47    3.53    4.29    3.07    7.17    5.61    4.19    4.91    
Name5381  Surname1  4.16    4.26    2.58    5.51    2.71    7.26    1.12    2.00    
Name5382  Surname2  6.48    1.23    4.27    6.67    3.51    9.21    9.12    7.49    
Name5383  Surname1  7.41    9.22    4.16    6.21    1.45    1.75    9.96    1.81    
Name5384  Surname2  3.31    3.83    4.76    4.42    6.47    6.64    2.16    2.18    
Name5385  Surname1  7.92    1.35    1.05    6.04    6.44    1.32    8.97    2.79    
Name5386  Surname2  3.30    2.85    3.54    4.50    5.26    1.82    7.54    8.10    
Name5387  Surname1  2.75    1.56    6.36    2.67    5.33    6.33    8.73    4.65    
Name5388  Surname2  1.02    3.54    5.67    8.80    7.63    9.49    1.16    3.51    
Name5389  Surname1  7.59    3.92    5.12    5.31    8.31    6.57    5.60    6.38    
Name5390  Surname2  7.92    4.89    5.22    4.05    7.19    1.10    2.79    3.02    
Name5391  Surname1  9.18    4.13    7.39    2.11    3.91    8.79    2.53    1.89    
Name5392  Surname2  2.23    7.66    1.24    4.50    9.04    1.57    5.14    3.31    
Name5393  Surname1  3.73    9.15    4.27    7.04    7.98    5.57    3.27    6.47    
Name5394  Surname2  9.96    7.04    3.23    6.48    9.06    9.50    1.34    1.70    
Name5395  Surname1  7.24    9.37    8.90    5.32    5.63    6.95    3.95    2.78    
Name5396  Surname2  8.92    1.81    2.51    2.57    4.37    4.12    1.93    2.37    
Name5397  Surname1  1.55    7.76    2.61    6.39    8.07    3.02    3.54    2.58    
Name5398  Surname2  5.32    8.63    4.85    1.89    5.95    3.47    9.30    1.81    
Name5399  Surname1  3.29    6.92    3.84    6.43    9.10    2.94    2.94    1.20    
Name5400  Surname2  3.63    9.72    9.51    1.13    5.90    6.10    6.84    7.07    
Name5401  Surname1  3.74    1.13    1.48    5.06    2.31    8.33    9.72    4.83    
Name5402  Surname2  1.58    6.39    3.15    4.39    5.94    4.76    1.47    7.28    
Name5403  Surname1  3.51    3.12    5.58    6.03    8.86    2.36    7.94    6.58    
Name5404  Surname2  5.05    5.29    3.44    7.90    8.21    4.51    9.77    9.18    
Name5405  Surname1  6.58    7.05    1.50    6.64    9.94    6.82    6.57    3.21    
Name5406  Surname2  6.34    8.31    9.79    6.14    10.00   8.70    9.14    4.18    
Name5407  Surname1  1.82    6.73    5.90    5.23    5.43    9.62    7.93    7.96    
Name5408  Surname2  2.44    1.57    6.35    6.14    2.27    8.18    9.25    8.19    
Name5409  Surname1  7.23    7.51    8.32    1.24    5.77    4.31    3.88    4.70    
Name5410  Surname2  2.06    8.43    3.38    3.98    1.11    7.07    2.08    2.43    
Name5411  Surname1  2.25    3.71    9.08    6.79    7.32    8.29    2.26    9.92    
Name5412  Surname2  6.33    1.76    8.36    3.96    4.86    8.16    8.10    5.42    
Name5413  Surname1  1.41    3.53    2.49    5.10    1.34    1.91    2.73    3.63    
Name5414  Surname2  2.01    3.57    9.48    9.59    7.43    6.99    4.54    2.34    
Name5415  Surname1  3.87    9.36    1.50    2.25    2.16    2.20    7.15    8.29    
Name5416  Surname2  6.97    5.59    5.76    3.78    3.84    4.26    2.79    1.11    
Name5417  Surname1  8.24    2.47    9.72    2.45    2.81    5.69    6.33    6.02    
Name5418  Surname2  2.42    4.90    8.89    2.89    3.38    8.13    1.55    4.51    
Name5419  Surname1  8.13    5.15    2.61    8.50    4.77    5.40    3.38    7.44    
Name5420  Surname2  5.67    3.33    8.48    4.42    2.40    1.88    9.83    2.57    
Name5421  Surname1  4.28    7.01    2.13    6.73    7.93    6.89    2.78    1.33    
Name5422  Surname2  5.54    7.37    7.49    1.86    8.52    6.97    5.71    7.78    
Name5423  Surname1  6.87    7.98    7.84    6.74    7.99    7.05    9.25    8.45    
Name5424  Surname2  9.24    8.91    1.42    5.06    3.14    3.81    4.46    9.95    
Name5425  Surname1  2.31    3.19    8.42    4.16    1.61    5.82    5.74    6.49    
Name5426  Surname2  8.40    5.12    5.86    3.54    4.57    7.63    1.55    4.07    
Name5427  Surname1  5.21    1.81    9.94    7.15    4.20    2.56    2.32    6.13    
Name5428  Surname2  5.95    2.79    3.32    5.85    7.36    4.28    8.54    2.46    
Name5429  Surname1  2.62    3.53    5.35    1.97    3.09    7.06    4.95    6.93    
Name5430  Surname2  4.27    5.89    6.74    9.91    5.08    1.61    2.80    1.48    
Name5431  Surname1  4.49    8.33    7.27    4.39    8.78    1.34    8.15    2.37    
Name5432  Surname2  1.30    1.08    8.30    1.39    2.01    4.63    1.57    3.55    
Name5433  Surname1  9.74    4.65    4.07    5.52    6.37    3.86    6.40    2.30    
Name5434  Surname2  3.84    4.98    7.93    6.97    4.40    8.96    2.24    3.24    
Name5435  Surname1  1.34    4.22    5.57    9.98    1.62    5.63    1.91    9.04    
Name5436  Surname2  2.43    8.60    1.50    7.78    6.86    2.45    8.79    4.04    
Name5437  Surname1  6.85    3.80    4.51    8.22    4.39    4.99    2.24    3.03    
Name5438  Surname2  2.19    3.79    5.12    3.47    8.34    3.45    8.68    5.22    
Name5439  Surname1  1.82    2.08    9.97    3.79    9.44    5.05    8.82    6.48    
Name5440  Surname2  3.88    5.98    5.26    2.38    6.52    1.66    2.21    9.47    
Name5441  Surname1  2.53    7.58    3.96    2.33    8.78    2.19    6.96    3.23    
Name5442  Surname2  2.94    2.22    4.42    4.93    5.16    9.57    1.77    2.40    
Name5443  Surname1  9.16    6.88    4.84    1.94    6.91    1.64    7.25    1.09    
Name5444  Surname2  1.58    2.22    5.85    9.81    2.99    5.32    7.42    4.77    
Name5445  Surname1  2.51    6.66    1.07    9.32    2.69    5.36    9.80    2.50    
Name5446  Surname2  5.50    6.66    8.05    4.90    1.52    3.07    7.32    5.59    
Name5447  Surname1  9.35    4.20    3.43    9.32    3.82    4.94    9.55    9.83    
Name5448  Surname2  9.48    8.24    6.23    1.54    6.59    8.24    8.10    4.76    
Name5449  Surname1  5.72    5.87    5.14    1.15    2.94    3.35    5.48    4.50    
Name5450  Surname2  5.43    6.27    7.32    5.94    2.48    5.45    1.09    2.90    
Name5451  Surname1  9.66    4.39    8.33    5.54    4.07    2.02    6.00    4.62    
Name5452  Surname2  5.92    9.39    9.61    7.07    4.70    5.65    5.04    3.20    
Name5453  Surname1  1.67    4.02    8.00    7.70    5.52    1.05    9.11    4.30    
Name5454  Surname2  7.15    1.96    6.34    3.25    8.32    6.60    9.55    3.04    
Name5455  Surname1  6.81    3.77    6.53    5.99    2.82    4.05    7.67    9.05    
Name5456  Surname2  2.95    4.91    9.06    5.50    3.06    3.85    7.30    8.70    
Name5457  Surname1  2.11    2.01    5.15    3.44    6.00    4.31    5.22    2.81    
Name5458  Surname2  6.57    6.66    6.76    6.46    7.69    9.56    9.96    9.09    
Name5459  Surname1  7.56    2.93    6.17    7.45    9.94    6.05    7.11    8.64    
Name5460  Surname2  5.57    6.04    6.84    2.12    10.00   4.10    2.86    7.28    
Name5461  Surname1  2.94    9.41    3.64    2.63    7.96    7.17    9.71    5.69    
Name5462  Surname2  4.79    2.51    1.00    1.35    9.01    6.03    5.87    9.08    
Name5463  Surname1  1.54    9.32    2.16    8.80    4.19    8.33    8.73    1.73    
Name5464  Surname2  9.75    9.09    6.08    3.72    4.28    4.81    9.49    5.86    
Name5465  Surname1  5.50    6.41    1.64    7.86    8.18    1.06    4.38    5.07    
Name5466  Surname2  4.91    9.45    9.61    4.92    5.53    1.56    3.18    6.90    
Name5467  Surname1  6.21    5.64    4.79    9.11    1.83    1.58    2.00    9.58    
Name5468  Surname2  5.31    4.67    7.62    3.76    8.88    4.06    8.95    6.74    
Name5469  Surname1  8.67    9.94    7.04    2.74    8.77    1.10    8.30    5.73    
Name5470  Surname2  4.27    9.59    4.66    4.72    1.41    4.67    8.65    6.82    
Name5471  Surname1  1.76    6.23    6.59    7.11    6.33    7.34    1.65    1.76    
Name5472  Surname2  4.26    7.54    4.05    1.67    4.91    6.44    1.19    8.27    
Name5473  Surname1  6.24    7.23    3.45    2.70    5.00    8.37    2.42    7.40    
Name5474  Surname2  4.76    7.36    9.64    2.45    5.54    6.05    7.60    9.93    
Name5475  Surname1  8.62    4.34    7.98    4.90    2.76    2.55    4.48    3.55    
Name5476  Surname2  9.51    8.85    9.02    3.74    7.89    1.67    6.25    6.15    
Name5477  Surname1  6.88    5.62    2.65    5.76    7.61    6.42    5.95    1.91    
Name5478  Surname2  9.70    1.56    4.03    9.67    5.37    5.21    8.43    5.04    
Name5479  Surname1  9.03    4.94    2.62    2.11    5.09    2.58    7.12    9.67    
Name5480  Surname2  4.17    6.92    3.98    3.98    4.09    7.24    2.76    8.75    
Name5481  Surname1  2.99    9.10    4.46    3.75    9.38    1.43    8.33    4.24    
Name5482  Surname2  5.12    9.79    8.27    4.70    7.23    7.71    7.40    2.21    
Name5483  Surname1  5.33    3.90    1.84    4.45    9.94    9.63    8.05    4.48    
Name5484  Surname2  4.98    6.93    9.56    4.22    2.68    4.81    3.14    7.72    
Name5485  Surname1  1.63    4.28    2.26    9.78    1.00    3.41    7.01    1.23    
Name5486  Surname2  2.86    6.18    1.77    1.42    9.87    1.80    5.21    1.48    
Name5487  Surname1  9.86    6.16    4.31    4.95    8.37    8.24    6.21    9.06    
Name5488  Surname2  7.20    7.31    8.14    1.45    3.85    2.08    1.95    2.45    
Name5489  Surname1  9.00    3.25    1.59    9.39    9.36    7.53    1.68    1.18    
Name5490  Surname2  5.04    4.48    8.67    1.13    4.93    5.86    5.33    7.03    
Name5491  Surname1  4.72    3.65    5.22    9.20    1.86    5.60    7.42    1.40    
Name5492  Surname2  7.13    2.70    6.07    9.08    3.46    6.19    7.50    3.27    
Name5493  Surname1  5.03    8.48    3.99    7.56    5.65    2.85    8.44    2.57    
Name5494  Surname2  9.80    4.67    4.18    9.55    4.33    4.85    7.62    3.89    
Name5495  Surname1  9.50    1.75    7.99    6.58    7.41    3.87    5.51    7.45    
Name5496  Surname2  9.51    7.16    8.49    3.99    1.27    8.77    7.63    8.29    
Name5497  Surname1  3.79    2.22    9.65    2.47    2.37    7.14    6.95    1.63    
Name5498  Surname2  2.04    2.86    2.03    3.86    9.58    8.71    7.47    5.45    
Name5499  Surname1  4.95    7.24    1.18    4.97    4.25    1.93    7.91    6.99    
Name5500  Surname2  4.95    2.35    8.55    8.00    8.33    3.11    5.08    8.66    
Name5501  Surname1  8.38    9.17    1.91    7.18    1.81    5.95    1.80    5.92    
Name5502  Surname2  6.82    6.64    5.71    6.73    8.85    7.74    8.60    2.34    
Name5503  Surname1  7.15    2.98    4.82    9.70    1.42    4.20    8.56    3.50    
Name5504  Surname2  5.30    1.89    2.68    9.84    1.53    6.41    9.12    2.94    
Name5505  Surname1  5.99    5.51    2.34    8.48    7.47    2.07    3.76    7.09    
Name5506  Surname2  5.11    1.97    2.81    1.05    2.78    9.35    9.91    7.41    
Name5507  Surname1  4.44    2.35    4.08    9.61    2.51    4.35    7.32    8.68    
Name5508  Surname2  7.79    2.29    6.91    8.90    1.06    1.51    2.11    6.02    
Name5509  Surname1  8.07    7.03    7.50    6.30    9.14    9.14    8.39    7.50    
Name5510  Surname2  3.59    4.63    4.58    7.36    6.33    2.11    5.32    8.45    
Name5511  Surname1  2.46    9.71    5.79    5.40    6.14    7.01    6.09    8.67    
Name5512  Surname2  1.96    8.88    7.39    2.33    1.10    9.55    2.92    9.66    
Name5513  Surname1  6.55    9.19    9.99    6.28    3.18    4.85    9.22    2.77    
Name5514  Surname2  9.44    8.95    4.91    3.86    1.51    8.73    2.72    5.42    
Name5515  Surname1  1.61    7.92    7.93    3.88    4.44    8.93    4.59    7.56    
Name5516  Surname2  4.42    8.93    5.65    6.27    6.87    2.05    9.83    2.12    
Name5517  Surname1  7.83    5.90    2.18    8.85    2.69    1.41    3.63    1.13    
Name5518  Surname2  8.73    6.62    3.27    5.53    8.62    3.12    6.79    3.59    
Name5519  Surname1  2.21    6.15    9.60    5.66    5.03    6.81    8.58    4.44    
Name5520  Surname2  3.16    8.55    1.04    2.00    1.05    7.86    5.31    3.28    
Name5521  Surname1  6.38    2.35    2.98    5.00    1.49    1.39    1.51    3.96    
Name5522  Surname2  3.32    2.03    8.15    2.30    8.50    7.83    1.56    4.46    
Name5523  Surname1  3.82    4.53    9.80    5.65    8.00    4.46    3.24    5.92    
Name5524  Surname2  4.15    3.54    3.55    4.30    4.65    7.19    3.70    4.98    
Name5525  Surname1  3.06    1.53    7.35    1.19    2.90    9.86    2.99    6.02    
Name5526  Surname2  8.27    1.98    7.41    8.46    3.98    7.70    2.33    4.88    
Name5527  Surname1  8.17    9.42    9.55    3.08    2.44    9.95    9.91    7.15    
Name5528  Surname2  3.95    6.60    8.32    3.87    9.36    4.26    6.21    2.00    
Name5529  Surname1  3.09    5.42    8.48    6.39    5.86    1.22    3.82    6.16    
Name5530  Surname2  5.52    4.22    3.36    9.78    4.34    6.94    4.55    6.18    
Name5531  Surname1  1.03    2.43    3.24    2.25    3.62    1.65    8.32    1.71    
Name5532  Surname2  3.38    3.43    4.82    1.65    8.17    4.25    7.19    2.94    
Name5533  Surname1  8.90    7.79    2.38    3.67    5.88    3.13    5.49    4.64    
Name5534  Surname2  5.42    8.06    2.15    7.87    5.04    9.45    6.01    1.13    
Name5535  Surname1  4.25    8.97    5.83    7.77    4.08    2.07    8.34    3.70    
Name5536  Surname2  3.66    9.01    7.07    3.47    1.93    8.28    5.13    3.24    
Name5537  Surname1  8.06    5.67    2.26    4.28    2.18    2.94    6.99    9.60    
Name5538  Surname2  6.99    8.45    4.63    9.23    8.25    7.71    2.68    1.19    
Name5539  Surname1  7.64    2.82    6.25    4.36    5.14    4.53    3.36    8.48    
Name5540  Surname2  5.28    5.10    5.54    5.67    3.33    4.98    7.29    9.48    
Name5541  Surname1  8.68    2.79    6.66    9.21    8.15    9.91    3.69    9.57    
Name5542  Surname2  9.95    5.89    8.89    5.50    5.55    3.39    6.09    5.30    
Name5543  Surname1  9.66    2.03    5.51    2.54    2.48    8.89    2.11    4.01    
Name5544  Surname2  7.80    4.33    2.69    8.87    8.23    4.78    8.56    9.58    
Name5545  Surname1  7.14    1.89    2.05    7.66    5.65    8.79    9.84    1.16    
Name5546  Surname2  1.34    6.83    7.84    7.37    8.34    3.27    4.21    7.69    
Name5547  Surname1  3.96    7.48    3.00    3.16    1.34    4.31    9.26    3.98    
Name5548  Surname2  2.93    7.56    8.24    5.77    3.78    2.23    7.23    4.08    
Name5549  Surname1  4.59    1.70    1.29    8.36    1.83    4.89    2.68    2.40    
Name5550  Surname2  9.33    1.05    9.34    8.46    4.64    2.69    1.63    1.71    
Name5551  Surname1  8.80    3.95    9.48    7.05    6.52    6.82    5.90    6.14    
Name5552  Surname2  1.71    8.88    6.15    8.20    9.69    8.02    1.12    6.88    
Name5553  Surname1  6.23    2.89    5.76    6.87    7.83    7.88    1.29    4.07    
Name5554  Surname2  7.33    8.63    2.77    2.75    9.75    7.04    4.67    1.35    
Name5555  Surname1  9.14    2.14    1.37    7.52    4.71    8.17    1.98    2.31    
Name5556  Surname2  8.61    5.20    9.62    8.73    4.15    9.31    9.03    4.55    
Name5557  Surname1  9.91    3.72    1.32    1.03    1.61    6.47    7.85    8.54    
Name5558  Surname2  1.28    5.07    4.72    3.01    1.36    9.87    8.10    8.42    
Name5559  Surname1  5.01    7.38    8.88    8.26    3.73    3.88    2.84    2.95    
Name5560  Surname2  8.20    7.62    5.64    4.55    7.48    9.66    2.22    6.48    
Name5561  Surname1  1.54    5.02    6.50    2.82    2.00    4.48    2.80    5.23    
Name5562  Surname2  1.72    3.68    8.91    5.54    5.83    5.66    1.04    9.44    
Name5563  Surname1  3.04    1.60    8.81    6.51    7.91    9.91    5.18    7.89    
Name5564  Surname2  5.74    7.94    9.01    1.27    4.32    6.14    6.34    8.17    
Name5565  Surname1  2.93    2.24    8.45    2.31    1.69    2.22    2.77    8.52    
Name5566  Surname2  7.96    1.22    5.82    6.98    3.16    9.21    3.56    4.17    
Name5567  Surname1  3.93    5.40    3.09    6.23    4.10    1.92    4.08    4.16    
Name5568  Surname2  2.81    8.23    9.02    3.41    3.39    3.32    5.73    9.98    
Name5569  Surname1  5.58    7.45    5.14    8.12    3.87    6.25    5.31    7.26    
Name5570  Surname2  6.47    9.26    3.40    6.90    8.68    6.30    1.52    3.09    
Name5571  Surname1  8.64    6.16    9.37    2.86    4.03    6.87    3.37    4.33    
Name5572  Surname2  2.68    3.67    2.66    2.32    6.12    1.33    3.17    2.72    
Name5573  Surname1  7.28    4.25    5.97    5.15    2.81    4.77    1.43    7.43    
Name5574  Surname2  5.86    3.68    1.10    5.00    3.59    9.10    1.58    4.89    
Name5575  Surname1  5.55    8.53    1.82    1.58    6.55    8.25    5.60    5.42    
Name5576  Surname2  4.29    4.84    3.05    8.68    9.26    9.40    6.32    5.42    
Name5577  Surname1  3.18    6.55    8.22    4.36    3.59    9.45    2.49    5.19    
Name5578  Surname2  4.33    7.03    5.41    7.61    2.54    4.27    9.14    3.87    
Name5579  Surname1  2.33    6.64    1.94    9.48    6.43    1.88    9.21    9.26    
Name5580  Surname2  1.94    2.63    8.37    7.58    9.87    1.69    9.02    9.38    
Name5581  Surname1  5.52    8.46    9.54    9.77    8.91    2.45    3.31    4.21    
Name5582  Surname2  4.51    6.67    6.58    4.70    1.73    6.78    8.21    8.92    
Name5583  Surname1  1.33    9.06    6.60    6.74    2.43    3.76    8.68    7.54    
Name5584  Surname2  7.06    2.03    1.89    4.52    7.02    3.44    5.41    4.93    
Name5585  Surname1  6.03    6.80    7.06    4.72    3.45    5.69    7.56    2.90    
Name5586  Surname2  3.39    9.08    1.26    4.29    5.57    8.82    7.79    5.45    
Name5587  Surname1  8.81    5.13    3.83    4.47    6.72    9.41    9.83    1.18    
Name5588  Surname2  6.49    5.26    6.18    4.80    1.65    3.06    8.18    5.10    
Name5589  Surname1  5.46    7.15    1.09    5.17    2.63    6.68    5.94    6.19    
Name5590  Surname2  4.27    1.92    2.63    7.07    4.90    1.00    4.46    4.34    
Name5591  Surname1  7.93    9.67    1.43    8.36    7.57    5.87    5.27    7.92    
Name5592  Surname2  1.24    7.02    4.61    8.83    6.02    8.20    1.78    8.73    
Name5593  Surname1  8.13    2.28    2.85    8.98    8.60    9.42    7.27    3.59    
Name5594  Surname2  9.20    9.58    6.45    1.28    1.84    3.45    9.33    3.45    
Name5595  Surname1  6.97    6.37    4.13    3.53    7.65    7.46    1.20    1.33    
Name5596  Surname2  3.52    5.99    4.42    9.11    5.89    4.44    2.98    1.42    
Name5597  Surname1  2.86    8.16    8.20    4.42    5.62    5.15    5.85    5.67    
Name5598  Surname2  2.24    1.41    2.31    9.66    3.73    6.26    8.74    7.91    
Name5599  Surname1  7.79    2.53    8.46    6.19    8.48    6.75    7.86    1.16    
Name5600  Surname2  8.02    3.41    7.66    7.43    7.01    5.98    8.69    4.58    
Name5601  Surname1  5.51    9.57    5.13    6.52    2.18    9.30    6.81    4.95    
Name5602  Surname2  7.76    3.40    4.47    8.50    1.92    3.38    7.59    9.72    
Name5603  Surname1  8.34    1.25    5.19    8.11    7.15    2.63    8.82    4.43    
Name5604  Surname2  7.12    4.75    6.14    7.42    3.60    3.48    9.54    7.93    
Name5605  Surname1  6.83    1.60    6.29    8.08    6.13    1.85    3.80    6.38    
Name5606  Surname2  2.59    2.76    6.17    3.10    1.58    8.51    2.84    4.82    
Name5607  Surname1  1.31    4.74    9.36    3.93    2.32    2.75    2.28    9.05    
Name5608  Surname2  9.80    5.18    2.82    8.96    4.05    5.57    9.74    3.67    
Name5609  Surname1  2.37    2.52    5.49    8.61    1.48    6.80    1.95    8.26    
Name5610  Surname2  7.42    1.15    4.77    3.07    7.80    6.14    8.40    1.03    
Name5611  Surname1  6.73    2.84    3.80    5.61    2.27    4.19    8.99    1.43    
Name5612  Surname2  3.32    9.91    7.15    8.13    8.83    5.29    1.05    4.87    
Name5613  Surname1  5.70    7.10    1.93    5.16    7.58    2.69    1.86    3.47    
Name5614  Surname2  2.83    9.83    7.13    3.20    6.38    9.45    1.86    8.49    
Name5615  Surname1  8.79    5.11    9.28    9.60    5.72    9.53    3.09    3.20    
Name5616  Surname2  9.30    9.36    6.79    8.97    8.47    5.28    4.15    8.92    
Name5617  Surname1  8.22    4.85    1.28    6.92    1.48    1.07    3.27    2.33    
Name5618  Surname2  3.13    8.75    6.50    4.62    3.22    8.26    6.33    4.60    
Name5619  Surname1  1.73    3.59    1.76    8.74    7.38    9.61    4.96    7.13    
Name5620  Surname2  3.23    6.05    4.37    9.99    1.61    5.88    9.29    9.50    
Name5621  Surname1  6.97    1.71    3.78    3.13    5.73    6.85    8.72    1.23    
Name5622  Surname2  5.06    2.58    2.41    3.33    8.26    7.21    9.65    5.80    
Name5623  Surname1  6.45    3.71    4.94    7.53    7.26    2.32    9.10    3.44    
Name5624  Surname2  9.23    1.42    5.65    3.88    7.89    8.19    6.53    2.59    
Name5625  Surname1  6.40    5.24    2.01    2.59    5.72    8.74    2.31    5.37    
Name5626  Surname2  8.90    7.27    5.37    1.99    8.10    9.96    1.75    2.81    
